"Timestamp","Cluster","Node","CPU","SoC"
"2022-08-11T15:11:39.901","3","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.902","3","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.902","3","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.903","3","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.903","3","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.903","3","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.904","3","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.904","3","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.905","3","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.905","3","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.906","3","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.907","3","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.907","3","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.908","3","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.908","3","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.909","3","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.909","3","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.910","3","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.910","3","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.911","3","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.912","3","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.912","3","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.913","3","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.914","3","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.915","3","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.915","3","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.916","3","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.916","3","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.917","3","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.917","3","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.918","3","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.919","3","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.920","3","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.920","3","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.920","3","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.921","3","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.921","3","kubernetes-worker2","100.0",""
